
0	1483
1	1485
2	1589
3	1600
4	1616
5	1733
6	1744
7	1759
8	1760
9	1878
10	1923
11	1965
12	2361
13	2420
14	2608
15	2614
16	2636
17	2639
18	2808
19	2825
20	2852
21	3015
22	3016
23	3055
24	3095
25	3339
26	3499
27	3734
28	3796
29	3845
30	4033
31	4077
32	4131
33	4181
34	4360
35	4529
36	4893
37	5127
38	5232
39	5605
40	6067
41	6075
42	6471
43	6641
44	6701
45	6940
46	6954
47	7036
48	7125
49	7206
50	7708
51	7798
52	7801
53	7918
54	8040
55	8242
56	8277
57	8309
58	8409
59	8532
60	8584
61	8690
62	8724
63	8811
64	9070
65	9188
66	9219
67	9235
68	9323
69	9712
70	9817
71	9828
72	10108
73	10108
74	10946
75	11230
76	11590
77	11983
78	12218
79	12243
80	12665
81	12756
82	12877
83	12897
84	12917
85	12971
86	13031
87	13271
88	13370
89	13514
90	13709
91	13735
92	13739
93	13869
94	13936
95	14081
96	14154
97	14185
98	14191
99	14363
100	14460
101	14898
102	15035
103	15208
104	15293
105	15414
106	15485
107	15828
108	15951
109	15961
110	16328
111	16658
112	16720
113	16975
114	17153
115	17162
116	17214
117	17429
118	17518
119	17558
120	17626
121	17649
122	17851
123	17906
124	18024
125	18044
126	18269
127	18339
128	18639
129	18750
130	18858
131	19284
132	19328
133	19339
134	19349
135	19409
136	19474
137	19534
138	19570
139	19660
140	19686
141	20544
142	20780
143	21178
144	21231
145	21310
146	21369
147	21705
148	21924
149	22085
150	22134
151	22289
152	22380
153	22558
154	22734
155	22734
156	22828
157	23091
158	23183
159	23589
160	23610
161	23734
162	23782
163	23870
164	24214
165	24237
166	24716
167	24823
168	24917
169	26001
170	26320
171	26623
172	26754
173	26861
174	26934
175	27012
176	27044
177	27399
178	27427
179	27517
180	27565
181	27762
182	27921
183	27964
184	27991
185	28065
186	28117
187	28196
188	28215
189	28451
190	28623
191	28652
192	28769
193	28860
194	29062
195	29367
196	30037
197	30310
198	30311
199	30333
200	30586
201	30718
202	30846
203	31185
204	31482
205	31621
206	31633
207	32271
208	32378
209	32561
210	32947
211	32993
212	33228
213	33289
214	33339
215	33746
216	33809
217	34484
218	34551
219	34932
220	34958
221	35153
222	35307
223	35398
224	35409
225	35684
226	35720
227	35722
228	36149
229	36318
230	36450
231	36483
232	36638
233	36668
234	36696
235	36739
236	36967
237	37193
238	37593
239	37750
240	37790
241	37845
242	37873
243	38003
244	38218
245	38275
246	38355
247	38507
248	38784
249	39088
250	39116
251	39125
252	39201
253	39233
254	39353
255	39520
256	39948
257	40039
258	40132
259	40134
260	40136
261	40843
262	41163
263	41661
264	41720
265	41827
266	42084
267	42849
268	42858
269	42862
270	43452
271	43602
272	43648
273	44173
274	44323
275	44525
276	44556
277	44656
278	45505
279	45520
280	45748
281	46059
282	46504
283	46841
284	46995
285	47218
286	47267
287	47405
288	47490
289	47598
290	48112
291	48140
292	48226
293	48315
294	48528
295	48551
296	48693
297	48701
298	48895
299	48911
300	48941
301	48962
302	49075
303	49357
304	49884
305	49952
