
1	1483
2	1485
3	1589
4	1600
5	1616
6	1733
7	1744
8	1759
9	1760
10	1878
11	1923
12	1965
13	2361
14	2420
15	2608
16	2614
17	2636
18	2639
19	2808
20	2825
21	2852
22	3015
23	3016
24	3055
25	3095
26	3339
27	3499
28	3734
29	3796
30	3845
31	4033
32	4077
33	4131
34	4181
35	4360
36	4529
37	4893
38	5127
39	5232
40	5605
41	6067
42	6075
43	6471
44	6641
45	6701
46	6940
47	6954
48	7036
49	7125
50	7206
51	7708
52	7798
53	7801
54	7918
55	8040
56	8242
57	8277
58	8309
59	8409
60	8532
61	8584
62	8690
63	8724
64	8811
65	9070
66	9188
67	9219
68	9235
69	9323
70	9712
71	9817
72	9828
73	10108
74	10108
75	10946
76	11230
77	11590
78	11983
79	12218
80	12243
81	12665
82	12756
83	12877
84	12897
85	12917
86	12971
87	13031
88	13271
89	13370
90	13514
91	13709
92	13735
93	13739
94	13869
95	13936
96	14081
97	14154
98	14185
99	14191
100	14363
101	14460
102	14898
103	15035
104	15208
105	15293
106	15414
107	15485
108	15828
109	15951
110	15961
111	16328
112	16658
113	16720
114	16975
115	17153
116	17162
117	17214
118	17429
119	17518
120	17558
121	17626
122	17649
123	17851
124	17906
125	18024
126	18044
127	18269
128	18339
129	18639
130	18750
131	18858
132	19284
133	19328
134	19339
135	19349
136	19409
137	19474
138	19534
139	19570
140	19660
141	19686
142	20544
143	20780
144	21178
145	21231
146	21310
147	21369
148	21705
149	21924
150	22085
151	22134
152	22289
153	22380
154	22558
155	22734
156	22734
157	22828
158	23091
159	23183
160	23589
161	23610
162	23734
163	23782
164	23870
165	24214
166	24237
167	24716
168	24823
169	24917
170	26001
171	26320
172	26623
173	26754
174	26861
175	26934
176	27012
177	27044
178	27399
179	27427
180	27517
181	27565
182	27762
183	27921
184	27964
185	27991
186	28065
187	28117
188	28196
189	28215
190	28451
191	28623
192	28652
193	28769
194	28860
195	29062
196	29367
197	30037
198	30310
199	30311
200	30333
201	30586
202	30718
203	30846
204	31185
205	31482
206	31621
207	31633
